"item_title","release_date","downloads__december","downloads__november","downloads__october","downloads__total"
"TBP158 - The Credit Protocol","2017-10-05 02:54:09",253,347,3462,4062
"The Ether Review #73 — Kik, Establishing a Micro-economy","2017-10-05 00:22:37",245,336,2927,3508
"An Ethereum Podcast: Episode #4","2017-10-04 04:03:08",297,434,4337,5068
"Episode #17: On-Ramping with Dee","2017-10-03 11:46:40",223,306,3333,3862
"Buy or Sell, What the Hell #3","2017-10-02 02:38:55",252,349,3797,4398
"TBP157 - Modern Day Gold Rush Pt. II","2017-10-01 15:19:21",231,347,3831,4409
"TBP156 - Combined Forces for Better Results","2017-09-28 02:57:13",234,317,1175,4563
"BlockChannel Episode 30: To Bee or Not to Bee","2017-09-27 19:30:17",218,268,781,3702
"An Ethereum Podcast: Episode #3","2017-09-27 02:52:33",267,331,864,4302
"Episode #16: On-Ramping with Dee","2017-09-25 11:56:04",208,260,578,3957
"TBP155 - Crypto Swan Song","2017-09-24 15:53:13",217,279,571,4284
"TBP154 - Bitcoin For The Bottom Billion Pt. 2","2017-09-22 11:23:52",218,288,542,4345
"An Ethereum Podcast: Episode #2","2017-09-19 14:56:24",275,298,510,4992
"Episode #15: On-Ramping with Dee","2017-09-18 15:42:45",202,230,384,3549
"TBP153 - Bitcoin Sell Out","2017-09-17 14:42:43",235,251,391,5572
"Ether Review Legal #6 — Playing in a Sandbox","2017-09-15 13:54:22",222,247,346,4548
"Episode #14: On-Ramping with Dee","2017-09-12 02:36:23",198,223,315,4992
"TBP152 - Pally on the Block","2017-09-10 14:02:18",197,217,289,5540
"An Ethereum Podcast: Episode #1","2017-09-08 05:00:42",417,353,477,6255
"TBP151 - Crypto Boom Boom Room","2017-09-07 13:29:27",210,223,286,4829
"Buy or Sell, What the Hell #2","2017-09-04 18:28:30",241,241,304,5181
"NABP #11: Ozzy The BS Filter","2017-09-04 15:43:20",200,227,262,5127
"TBP150 - EGO with ETH","2017-09-04 02:16:51",188,216,235,5218
"BlockChannel Episode 29: Making Sense of Cent.co","2017-09-01 14:01:40",187,189,208,4895
"NABP #10: Benjamin Semchee","2017-09-01 13:28:48",201,201,204,3888
"Ether Review Legal #5 — BernsWeiss Stops the IRS in its Tracks","2017-08-28 00:45:33",201,201,168,4523
"Episode #13: On-Ramping with Dee","2017-08-28 00:27:03",192,200,214,5058
"TBP149 - The Rivetz Security Project","2017-08-27 01:07:34",177,188,202,5320
"NABP #9: JP Richardson","2017-08-22 15:49:09",174,184,152,5014
"Buy or Sell, What the Hell #1","2017-08-22 12:59:58",224,268,182,5890
"TBP148 - Controversial Persona","2017-08-20 17:08:54",175,183,166,5758
"BlockChannel Episode 28: Securing the Metaverse, with Decentraland","2017-08-17 15:14:51",183,178,132,4652
"BlockChannel Episode 27: Po.et and We Didn't Even Know It","2017-08-17 15:02:37",166,161,110,4542
"TBP147 - History of Security","2017-08-16 21:33:46",187,199,155,4882
"Ether Review #71 — David Bailey on Po.et & the MtGox/BTC-e Connection","2017-08-16 00:15:48",168,177,130,4303
"TBP146 - The Rise and Rise of Charlie Shrem","2017-08-13 03:37:50",164,183,149,8161
"TBP145 - Hopes and Fears for Filecoin","2017-08-09 02:30:34",164,187,141,6685
"NABP #8: Vortex","2017-08-07 21:45:42",144,150,119,4452
"Episode #12: On-Ramping with Dee","2017-08-06 14:26:49",147,153,117,4189
"TBP144 - Tomorrow's Electricity Today","2017-08-06 13:54:37",161,153,141,4626
"Ether Review Legal #4 — MME, the Beating Heart of Crypto Valley","2017-08-04 15:58:25",156,158,113,3924
"TBP143 - Damned If You Do, Bored If You Don't","2017-08-04 04:37:32",161,150,114,5524
"NABP #7: Marcello","2017-08-01 02:15:49",167,157,106,4971
"TBP142 - The Need For More Information","2017-07-29 19:29:38",150,145,110,4815
"TBP141 - The CMO Primer For the Blockchain World","2017-07-27 23:37:26",192,134,106,4475
"BlockChannel Episode 26: Off the Grid, with Grid+","2017-07-25 16:04:02",146,120,95,3973
"Ether Review Legal #3 — The Simple Agreement for Future Tokens","2017-07-25 15:45:03",191,160,93,3935
"TBP140 - 5G vs 4G and the Future of Mobile Networks","2017-07-23 02:06:48",181,140,113,5075
"Ether Review #69 — IOTA & the Post-Blockchain Era","2017-07-19 15:22:30",644,224,158,6271
"NABP #6: John Crothers","2017-07-19 03:43:01",162,127,93,3511
"BlockChannel Episode 25: Building Digital Communities, with District0x","2017-07-16 13:44:35",168,127,91,3570
"TBP139 - Surviving the BIP 148 UASF","2017-07-16 04:53:09",153,128,81,6059
"TBP138 - The 21st Century 49ers","2017-07-16 04:35:43",175,124,100,4238
"NABP #5: Ryan X Charles","2017-07-13 23:03:09",150,113,82,4419
"The Ether Review #68 — Numerai, The Last Hedge Fund","2017-07-12 15:23:39",179,117,83,3676
"NABP #4: Benjamin Perrin","2017-07-11 22:22:59",158,117,98,4790
"TBP137 - Countdown to SegWit","2017-07-09 13:52:24",163,112,91,7655
"NABP #3: Adam Meister","2017-07-06 12:49:09",157,121,91,4424
"Episode #11: On-Ramping with Dee","2017-07-04 15:12:19",131,103,77,3491
"TBP136 - A New Type of Ownership","2017-07-02 00:11:34",141,113,68,5011
"NABP #2: Crypto Maak","2017-07-01 02:49:34",147,108,95,4040
"Ether Review Legal Discussion #2 The Legality of Raising Money Using Tokens","2017-06-27 20:13:45",146,105,71,4595
"TBP135 - Yanking Our Blockchain","2017-06-24 19:40:04",157,110,78,5748
"Announcements with Dr. Petty: Impak Finance","2017-06-22 13:32:00",107,107,74,3550
"BlockChannel Episode 24: Bringing Crypto to the World, with Prince EA","2017-06-21 20:45:56",99,109,67,3805
"NABP #1: Sandra Malalah","2017-06-20 19:24:47",101,107,65,3170
"BlockChannel Episode 23: Unmasking the Future, with Metamask","2017-06-20 00:36:36",92,100,65,4658
"TBP134 - More Marketing Discipline","2017-06-17 19:37:08",94,96,71,4815
"TBP133 - ICO Woes with MyEtherWallet","2017-06-16 14:22:11",119,136,78,5141
"The Ether Review #67 — Celebrating Erik Voorhees Week with Erik Voorhees!","2017-06-13 16:08:35",87,134,72,3964
"TBP132 - Dark Side of the Prism","2017-06-11 01:00:10",98,134,78,4741
"TBP131 - Ending Corporate Dominance","2017-06-03 21:05:31",67,144,78,6004
"Announcements with Dr. Petty: Patientory","2017-05-29 14:44:11",47,88,56,3315
"Episode #10: On-Ramping with Dee","2017-05-28 13:33:08",30,101,52,2330
"TBP130 - Consensus Recap and Sphre","2017-05-28 01:51:13",33,91,57,3106
"BlockChannel Episode 22: Tackling the Real Estate Dinosaur, with REX","2017-05-27 15:11:51",38,90,62,2619
"Announcements with Dr. Petty: Mona.co","2017-05-27 01:04:37",35,80,56,2522
"BlockChannel Episode 21: Building Unstoppable Organizations, with Aragon","2017-05-22 17:08:49",46,90,57,3570
"TBP129 - The Inherent Risks","2017-05-21 01:54:10",42,90,63,3742
"TBP128 - Family","2017-05-14 02:41:39",52,83,51,3571
"TBP127 - Marketing Discipline","2017-05-07 02:20:48",39,58,58,4098
"Episode #9: On-Ramping with Dee","2017-05-05 13:12:45",26,47,69,2694
"TBP126 - Litecoin's SegWit Activation","2017-05-01 02:38:43",69,118,80,7840
"BlockChannel Episode 20: Building Across the Globe, with ConsenSys","2017-04-28 02:52:57",19,26,44,3449
"TBP125 - False Narratives and Short Memories","2017-04-22 23:39:12",26,29,49,2701
"Episode #8: On-Ramping with Dee","2017-04-21 17:13:35",16,23,48,1798
"BlockChannel Episode 19: Virtual Land in the Clouds, with Urbit","2017-04-20 20:08:46",23,15,63,2190
"TBP124 - Affording the High Risk","2017-04-16 02:43:52",17,17,76,2981
"BlockChannel Episode 18: Where You At? What’s Your Status.im?","2017-04-14 00:40:35",23,22,45,1951
"BlockChannel Episode 17: Putting the Fun in Coin, with CoinFund","2017-04-12 23:54:02",11,18,45,1916
"TBP123 - AsicBoost Catch 22","2017-04-09 17:17:32",15,19,53,2397
"TBP122 - Ubitquity Part III","2017-04-06 17:26:17",16,22,53,1864
"BlockChannel Episode 16: Partly Cloudy, with a Chance of Ethereum","2017-04-03 12:48:24",15,9,42,2888
"TBP121 - Liberty Life Trails","2017-04-02 05:08:43",15,14,46,2557
"TBP120 - The Token Protocol","2017-03-25 20:31:45",24,20,56,3674
"BlockChannel Episode 15: A Hedge on Ethereum, with Numerai","2017-03-21 17:08:43",16,24,45,2770
"TBP119 - Shorting the Bull Rally II","2017-03-20 00:28:59",15,19,30,2183
"BlockChannel Episode 14: Ethereum Foundation Researcher, Absurdist, Troll - Vlad Zamfir","2017-03-18 19:23:52",15,16,39,2129
"TBP118 - Bitcoin or How I Learned to Stop Worrying and Love Crypto","2017-03-12 00:58:57",19,13,52,3122
"Episode #7: On-Ramping with Dee","2017-03-10 15:53:59",6,9,23,1636
"BlockChannel Episode 13: Decentralized Web Browsing, with Blockstack","2017-03-07 02:41:19",10,20,20,2029
"TBP117 - Venturing Into the Web3","2017-03-05 03:04:22",11,24,13,2283
"TBP116 - Building the Iron Man Suit","2017-02-26 17:50:26",8,13,16,2511
"BlockChannel Episode 12: In Ethereum, WeTrust","2017-02-22 00:20:08",7,14,23,2606
"Episode #6: On-Ramping with Dee","2017-02-20 17:00:38",10,15,13,1815
"BlockChannel Episode 11: Bridging Ethereum and Media with Jaak.io","2017-02-20 01:45:27",8,9,6,1393
"TBP115 - This Week in Ethereum","2017-02-18 20:58:23",16,17,7,2144
"BlockChannel Episode 10: A Bitcoin Venture Outside the Great Wall","2017-02-17 15:25:32",15,6,4,1477
"TBP114 - Life After Trezor","2017-02-12 06:32:10",9,19,3,2742
"BlockChannel Episode 9: Getting Gamers on Ethereum with FirstBlood","2017-02-08 03:17:23",6,5,1,1699
"TBP113 - Innovators' Lab","2017-02-05 06:01:34",12,5,2,2187
"Episode #5: On-Ramping with Dee","2017-02-03 22:54:38",8,5,4,2269
"BlockChannel Episode 8: Hit or Stay, a Bet on 21.co","2017-02-02 16:14:25",4,10,0,1922
"BlockChannel Episode 7: Meet Your Maker, Ethereum","2017-02-02 03:17:22",13,7,3,1696
"TBP112 - The Broader Economy II","2017-01-28 22:29:43",59,24,17,3596
"BlockChannel Episode 6: Gnosis, and the Power of the Crowd","2017-01-26 13:57:43",6,5,1,1600
"Episode #4: On-Ramping with Dee","2017-01-25 15:07:23",4,9,2,2180
"TBP111 - Disrupting Global Commerce","2017-01-22 20:04:14",9,4,1,2241
"TBP110 - The Technological Revolution","2017-01-15 04:15:37",3,8,2,2438
"BlockChannel Episode 5: Taking One for the Team","2017-01-11 22:36:32",0,4,2,1471
"TBP109 - The Human Influence","2017-01-08 03:14:21",7,4,2,1977
"Episode #3: On-Ramping with Dee","2017-01-07 19:15:13",2,8,5,1365
"TBP108 - Ether Camp","2017-01-04 15:48:27",8,6,2,1539
"On-Ramping with Dee: Episode #2","2017-01-03 00:30:17",8,6,5,1908
"BlockChannel Episode 4: Predicting the Future, with Augur","2017-01-02 21:39:49",8,8,1,1477
"TBP107 - Like Father, Like Son","2016-12-31 23:30:19",5,10,2,1649
"TBP106 - A Very Bitcoin Christmas","2016-12-25 03:48:17",2,9,1,2062
"On-Ramping with Dee: Episode #1","2016-12-22 15:30:53",4,10,13,2029
"TBP105 - Music Industry 2.0","2016-12-18 05:39:44",11,10,1,1964
"TBP104 - Currency to a Wider Public","2016-12-11 16:45:40",5,4,1,2553
"TBP103 - A Jack of All Trades","2016-12-04 04:32:53",5,8,0,1660
"BlockChannel Episode 3: Zero Knowledge, the Future of Privacy","2016-12-01 03:57:34",6,7,3,2034
"TBP102 - Building Bridges Initiative","2016-11-30 00:54:52",10,11,4,2214
"TBP101 - World's First Supernode Infrastructure","2016-11-27 00:00:57",6,11,2,1406
"TBP100 - Thai Gone Wild","2016-11-19 17:18:43",7,7,5,2887
"TBP99 - Blockchain Supercomputer","2016-11-12 22:02:26",5,6,9,2349
"BlockChannel Episode 2: Making Bitcoin Great, with Javascript & Brave","2016-11-11 04:17:59",4,5,2,1300
"TBP98 - Ubitquity Part Duex","2016-11-09 17:40:09",4,4,1,1262
"TBP97 - Hype or Hope","2016-11-06 00:57:36",4,14,2,2648
"BlockChannel Episode 1: Empowering Creativity with Technology","2016-10-29 23:56:51",4,16,4,1334
"TBP96 - A Fireside Chat","2016-10-29 23:49:12",0,8,0,1611
"TBP95 - The JOBS Act","2016-10-27 00:09:26",2,24,0,1566
"TBP94 - Reputation Tokens","2016-10-22 23:01:22",5,14,1,2402
"TBP93 - Cryptographic Verification","2016-10-15 16:44:27",7,12,3,3673
"TBP92 - Myceliated","2016-10-09 04:31:18",7,10,2,1753
"TBP91 - Exosphere Academy II","2016-10-02 00:37:24",7,11,1,1518
"TBP90 - Silicon Valley in a Box","2016-09-27 13:05:44",2,19,1,2273
"TBP89 - The IoT Frontier","2016-09-25 19:56:06",21,14,2,1396
"TBP88 - Bitcoin Bike-Shed","2016-09-19 01:28:26",4,13,4,1339
"TBP87 - The World is YOURS","2016-09-18 15:16:48",8,16,3,1757
"TBP86 - Exploring Macroeconomics","2016-09-12 23:46:04",5,13,3,1398
"TBP85 - Crossing the Chasm","2016-09-11 04:58:35",5,14,1,1232
"TBP84 - Arcade City Glorification","2016-09-04 03:32:05",3,9,0,1381
"TBP83 - Lightning Network Deep Dive","2016-08-29 02:47:27",16,15,0,1892
"TBP82 - Unifying Blockchain Tech","2016-08-28 01:20:00",12,12,3,1765
"TBP81 - Redefining Trust","2016-08-21 00:51:47",2,4,2,1565
"TBP80 - A Means to an End","2016-08-13 21:30:49",4,6,1,1428
"TBP79 - Infrastructure for a Seven Billion World","2016-08-13 20:13:14",33,21,8,2528
"TBP78 - The Price of Privatization","2016-08-06 16:19:09",3,7,3,1794
"TBP77 - Collective Governance","2016-08-01 02:13:02",7,0,1,2694
"TBP76 - Skynet","2016-07-31 13:56:37",6,15,1,2880
"TBP75 - Attention Economy","2016-07-23 14:57:17",3,5,0,1814
"TBP74 - Cryptocurrency Fellowship","2016-07-20 13:41:28",6,9,0,1354
"TBP73 - Navigating the New Marketplace","2016-07-17 01:17:22",2,8,1,1602
"TBP72 - The Broader Economy","2016-07-11 13:33:58",52,29,12,3682
"TBP71 - Bitcoin Wealth Alliance","2016-07-10 14:26:46",4,14,2,2037
"TBP70 - Whitehat","2016-07-03 16:51:42",1,9,4,1542
"TBP69 - The Ubitquity Platform","2016-06-30 11:56:43",1,3,3,1284
"TBP68 - Deconstructing theDAO Attack","2016-06-26 17:44:41",1,4,3,2091
"TBP67 - Follow the LeadTuur","2016-06-22 23:34:09",2,1,0,1582
"TBP66 - Cultures of Innovation","2016-06-18 22:26:35",0,1,0,1381
"TBP65 - Exosphere Academy","2016-06-12 19:07:01",2,5,0,1331
"TBP64 - Shorting the Bull Rally","2016-06-09 20:34:07",1,7,2,1353
"TBP63 - Change Jar 4.0","2016-06-06 03:07:38",3,2,1,1257
"TBP62 - Still Holding Up the Sky","2016-05-30 16:55:35",2,4,1,1185
"TBP61 - Escaping War Zones","2016-05-27 13:28:27",1,1,2,940
"TBP60 - Release the Kraken","2016-05-23 03:32:09",7,3,1,2422
"TBP59 - Incredible India","2016-05-16 15:40:00",0,4,1,1060
"TBP58 - The Art of the Deal","2016-05-08 17:16:35",2,13,9,1898
"TBP57 - Future of a Shared Economy","2016-05-03 01:03:08",2,4,5,2071
"TBP56 - Exploring European Fintech","2016-05-01 15:25:30",1,1,1,928
"TBP55 - The Cryptocurrency 2.0 Project","2016-04-24 20:23:06",1,2,2,1237
"TBP54 - Revisiting the Divine Child","2016-04-21 13:53:37",2,1,0,732
"TBP53 - Tough Math","2016-04-17 16:24:01",1,2,1,1337
"TBP52 - Potential of the SDK","2016-04-14 13:14:42",2,1,0,743
"TBP51 - Such Wow","2016-04-10 17:09:46",0,1,0,721
"TBP50 - Not Giving a Good Got Damn","2016-04-04 10:24:41",2,6,0,892
"TBP49 - Welterweight Gold","2016-03-31 10:47:53",0,4,1,967
"TBP48 - Inertia, My Friend!","2016-03-27 18:30:33",0,3,1,754
"TBP47 - Bottoms Up 4","2016-03-20 05:09:56",2,1,0,691
"TBP46 - The Fundamental Conflict","2016-03-13 19:10:34",2,9,2,1009
"TBP45 - Bitcoin Evangelism","2016-03-06 19:25:30",3,3,4,798
"TBP44 - Who Is Bitcoin Girl?","2016-03-03 14:54:07",0,1,0,719
"TBP43 - The Mystery of Capital","2016-02-27 23:41:49",1,3,1,813
"TBP42 - True Micropayments","2016-02-21 23:13:15",2,6,1,932
"TBP41 - Making Inroads With Merchants","2016-02-18 12:54:17",2,2,0,692
"TBP40 - A Conservative Trillion","2016-02-13 22:00:36",1,2,2,1331
"TBP39 - Running the Gamut","2016-02-07 20:14:46",1,1,2,923
"TBP38 - Assumption of Trust","2016-02-01 03:14:48",0,1,2,692
"TBP37 - Bitcoining with The BasedGod","2016-01-30 21:12:27",7,7,10,775
"TBP36 - Bakesales for Bombers","2016-01-23 23:59:27",0,0,1,601
"TBP35 - Disruption or Disconnect","2016-01-16 19:19:54",6,2,1,1134
"TBP34 - 20,000 Lines Under the Code","2016-01-09 20:53:23",6,7,2,859
"TBP33 - Canadian Bitcoin Scenario","2016-01-02 20:32:37",1,2,0,754
"TBP32 - The Marketing Blueprint","2015-12-27 18:18:03",0,1,0,829
"TBP31 - Off the Transparency Chain","2015-12-20 17:37:38",2,2,2,567
"TBP30 - Bottoms Up 3","2015-12-13 18:30:27",2,1,0,569
"TBP29 - Take the Power Back","2015-12-06 16:35:49",2,3,1,725
"TBP28 - Modern Day Gold Rush","2015-11-29 17:24:50",2,6,4,670
"TBP27 - London Calling","2015-11-22 16:30:21",0,2,0,646
"TBP26 - Change Jar 3.0","2015-11-15 01:50:17",1,4,0,582
"TBP25 - The $199 Incentive","2015-11-08 03:33:14",1,1,1,503
"TBP24 - Betting On Bitcoin","2015-11-01 19:02:29",6,5,5,781
"TBP23 - It’s a Mad, Mad, Mad, Mad Bitcoin World","2015-10-25 16:37:15",0,2,2,469
"TBP22 - Vote With Your Feet","2015-10-15 14:15:56",8,3,2,421
"TBP21 - Call For Papers","2015-10-10 13:06:37",1,0,1,467
"TBP20 - Bottoms Up 2","2015-10-01 19:18:33",2,0,1,477
"TBP19 - Branding the Disruptive","2015-09-27 19:28:31",2,0,2,503
"TBP18 - From Cradle to Grave","2015-09-20 16:31:41",2,1,1,472
"TBP17 - Oiling the Squeaky Wheel","2015-09-13 03:29:00",1,1,1,568
"TBP16 - The Dual Revolution","2015-09-06 14:23:52",2,0,2,531
"TBP15 - Ants Marching","2015-08-30 19:31:14",4,0,1,489
"TBP14 - Sex and the Single Bitcoin","2015-08-23 20:25:05",4,2,4,660
"TBP13 - The Greatest Truths","2015-08-15 13:01:54",6,1,1,501
"TBP12 - Boring Economics","2015-08-08 00:53:49",8,0,4,754
"TBP11 - The End of Money","2015-08-03 04:12:02",3,3,6,690
"TBP10 - Bottoms Up","2015-07-24 13:32:59",2,1,2,530
"TBP09 - The Curious Case of Remittance","2015-07-19 18:11:43",3,5,1,613
"TBP08 - Bitcoin For The Bottom Billion","2015-07-09 20:35:37",3,3,6,690
"TBP07 - Under the Iron Veil","2015-07-06 13:30:54",5,1,9,2552
"TBP06 - Aboard the Pequod","2015-07-02 15:44:18",2,1,3,2300
"TBP05 - The World's Strongest","2015-06-28 22:55:15",7,3,4,2387
"TBP04 - Change Jar 2.0","2015-06-20 12:57:42",10,5,11,2510
"TBP03 - Bridging the Gender Gap","2015-06-15 01:30:08",3,4,10,2391
"TBP02 - Holding Up the Sky","2015-06-07 23:17:25",9,8,18,2546
"Episode #1 - Introduction","2015-06-01 00:34:44",48,33,62,3157
